                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                 1.0128,                0.77507,                 1.2075,                0.73834,                0.59091,                0.67884,                0.39884,                 1.4984,                 1.3288,                  1.583,              0.0015248,              0.0015248,              0.0015248
                     74,                 1.0428,                0.78289,                 1.2358,                0.72963,                0.65152,                0.70566,                 0.4135,                 1.4533,                 1.2251,                 1.5429,              0.0015182,              0.0015182,              0.0015182
                     75,                 1.0177,                 0.7236,                  1.212,                0.71146,                0.64848,                0.71514,                0.43825,                 1.4218,                 1.2523,                 1.5326,              0.0015116,              0.0015116,              0.0015116
                     76,                 1.0088,                0.72929,                 1.2198,                0.72579,                0.63333,                0.70544,                0.41305,                 1.5224,                 1.1926,                 1.6385,               0.001505,               0.001505,               0.001505
                     77,                 1.0358,                0.76677,                 1.2652,                0.77377,                0.64258,                0.72503,                0.44512,                 1.3885,                 1.2404,                 1.4938,              0.0014984,              0.0014984,              0.0014984
                     78,                0.99195,                 0.7146,                 1.2094,                0.74027,                0.67367,                0.73267,                0.43481,                 1.4128,                  1.197,                 1.5832,              0.0014918,              0.0014918,              0.0014918
                     79,                0.99973,                0.71679,                 1.2135,                0.74456,                0.69777,                0.75159,                0.45097,                  1.424,                 1.0868,                 1.5143,              0.0014852,              0.0014852,              0.0014852
                     80,                0.97781,                0.69713,                 1.1956,                0.75771,                0.64545,                0.72836,                0.43817,                 1.4257,                 1.1391,                 1.5637,              0.0014786,              0.0014786,              0.0014786
                     81,                 0.9752,                0.70411,                 1.1946,                0.70703,                0.68485,                0.69988,                0.42798,                 1.4102,                 1.1965,                 1.5767,               0.001472,               0.001472,               0.001472
                     82,                0.96804,                0.69129,                 1.1902,                0.77652,                0.61515,                0.71602,                0.43198,                 1.3942,                 1.1946,                  1.538,              0.0014654,              0.0014654,              0.0014654
                     83,                0.95347,                 0.7027,                 1.1755,                0.71978,                0.68496,                0.73496,                0.44503,                 1.3841,                 1.1397,                 1.4815,              0.0014588,              0.0014588,              0.0014588
